"Include","StudyID","GroupID","LaboratoryID","PopulationID","EffectID","Title","Year","Authors_all","Lab_PI","Journal","DOI","Species","Developmental_mode","Mean_clutch_size","SD_clutch_size","SE_clutch_size","Focal_clutch_number","Max_clutch_number","Study_area","Lat_study_area","Long_study_area","Elev_study_area","Year_collection","Study_type","Egg_n_collected","Time_collection","Egg_sampl_method","Egg_store","Egg_homog","Egg_homog_name","Site_horm_measured","Horm_measured","Horm_extracted_colum","Method_horm_meas","AntibodyKit","Horm_units","Horm_mean","Horm_Var","Horm_Var_Type","Exp_mother_egg","Method_mother_exp","Type_mother_exp","Horm_mother_exp","Horm_mother_units","Horm_mother_lab","Horm_mother_applied_dose","Horm_mother_mean_nat","Horm_mother_dose_exp","Horm_mother_SD","Horm_mother_cateogrical_dose","Time_mother_exp","Egg_order_exp","Egg_n_exp","Percent_egg_exp","Time_egg_exp","Method_egg_exp","Site_egg_exp","Horm_egg_exp","Horm_egg_units","Horm_egg_lab","Horm_egg_applied_dose","Horm_egg_mean_nat","Horm_egg_dose_exp","Horm_egg_SD","Horm_egg_cateogrical_dose","Solvent_egg_used_exp","Fitness_trait","Fitness_mother","Fitness_offs","Off_life_stage","Off_age","Off_average_nesting_time","Off_relative_age","Off_sex","Blind_data_recording","Partial_or_selective_data_rep","TestStat_N_level","TestStat_N_clutch","TestStat_N_off","TestStat_Type","TestStat_NumberOfPredictors","TestStat_Value","TestStat_df","TestStat_p","TestStat_p_comment","TestDirection","Exp_N_level","Control_Mean","Control_Var","Control_N_clutch","Control_N_off","Exp_Mean","Exp_Var","Exp_N_clutch","Exp_N_off","Shared_control","Shared_control_ID","Var_type","Var_type_comment","DataReporting","Raw","Notes","Quotes","ExtractionID","Extraction_check_observer","Extraction_check_notes","Reply_LM","Comments_after_author_response","Final_exclusion_paper_why","Least_square_means","Cross_fostering","Incubation_prior","Effect_size_type","stats_n_total","stats_n_df","control_n_total","exp_n_total","raw_n","datasubset","cor","cor_var","sd_control","sd_exp","n_control_surv","n_control_no_surv","n_exp_surv","n_exp_no_surv","final_n","DataSourceLocation","Hormone_measured_unique","Hormone_measured_general"
"yes","rayyan-123814261","GR_P_08","Lab_ID_6","Population_ID_32",196,"Diverse dose-response effects of yolk androgens on embryo development and nestling growth in a wild passerine","2015","Muriel; J. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.","Gil","Journal of Experimental Biology","10.1242/jeb.118257","Sturnus unicolor","altricial",5,NA,NA,"1",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2010","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","2.5",50,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Sigma; Germany","92","64",143.75,4,NA,"plant oil","offspring",NA,"gape width","before independence","14",22,0.636363636,NA,"yes",NA,"offspring",NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",23.213,1.454,NA,74,23.31,1.09,NA,22,"yes","SC_P_28","SD",NA,"complete","no",NA,"""eggs within each clutch received either control or experimental injections""","LM","LM","IMPORTANT - clutch size was not reported in the paper but I obtained this information (modal clutch size) from other paper done from the same population (ID_32). Each nest had both control and experimenal chicks, and this was randomly decided. This is why in the column 'Egg_order_exp' I wrote entire clutch (because pooling all nests all eggs were treated at some point) and in the 'Egg_n_exp' I wrote 2.5 (half size of modal clutch size). I should only work with number of offspring because the number of clutches are not independent with each other!",NA,"IMPORTANT: this information was obtained after contacting the authors. This information is better than the one that appears in the paper. Here we have information divided by treatment; with mean and sd; and not mixed model from several treatments together. ",NA,"no","no","no","Mean",NA,NA,24.6666666666667,22,NA,"means_offspring",0.0478849335275599,0.0343357652719484,1.454,1.09,NA,"NA",NA,NA,46.6666666666667,"text; data sent by the author","androstenedione and testosterone","androgens"
"yes","rayyan-123814261","GR_P_08","Lab_ID_6","Population_ID_32",197,"Diverse dose-response effects of yolk androgens on embryo development and nestling growth in a wild passerine","2015","Muriel; J. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.","Gil","Journal of Experimental Biology","10.1242/jeb.118257","Sturnus unicolor","altricial",5,NA,NA,"1",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2010","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","2.5",50,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Sigma; Germany","184","64",287.5,8,NA,"plant oil","offspring",NA,"gape width","before independence","14",22,0.636363636,NA,"yes",NA,"offspring",NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",23.213,1.454,NA,74,23.711,1.707,NA,29,"yes","SC_P_28","SD",NA,"complete","no",NA,"""eggs within each clutch received either control or experimental injections""","LM","LM","IMPORTANT - clutch size was not reported in the paper but I obtained this information (modal clutch size) from other paper done from the same population (ID_32). Each nest had both control and experimenal chicks, and this was randomly decided. This is why in the column 'Egg_order_exp' I wrote entire clutch (because pooling all nests all eggs were treated at some point) and in the 'Egg_n_exp' I wrote 2.5 (half size of modal clutch size). I should only work with number of offspring because the number of clutches are not independent with each other!",NA,"IMPORTANT: this information was obtained after contacting the authors. This information is better than the one that appears in the paper. Here we have information divided by treatment; with mean and sd; and not mixed model from several treatments together. ",NA,"no","no","no","Mean",NA,NA,24.6666666666667,29,NA,"means_offspring",0.196540472148585,0.0281283340950419,1.454,1.707,NA,"NA",NA,NA,53.6666666666667,"text; data sent by the author","androstenedione and testosterone","androgens"
"yes","rayyan-123814261","GR_P_08","Lab_ID_6","Population_ID_32",198,"Diverse dose-response effects of yolk androgens on embryo development and nestling growth in a wild passerine","2015","Muriel; J. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.","Gil","Journal of Experimental Biology","10.1242/jeb.118257","Sturnus unicolor","altricial",5,NA,NA,"1",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2010","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","2.5",50,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Sigma; Germany","92","64",143.75,4,NA,"plant oil","offspring",NA,"structural body size (mass and tarsus)","before independence","14",22,0.636363636,NA,"yes",NA,"offspring",NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",0.019,0.936,NA,74,0.015,1.033,NA,22,"yes","SC_P_29","SD",NA,"complete","no",NA,"""eggs within each clutch received either control or experimental injections""; ""An index of body condition was estimated using the residuals from a regression of body mass on tarsus length""","LM","LM","IMPORTANT - clutch size was not reported in the paper but I obtained this information (modal clutch size) from other paper done from the same population (ID_32). Each nest had both control and experimenal chicks, and this was randomly decided. This is why in the column 'Egg_order_exp' I wrote entire clutch (because pooling all nests all eggs were treated at some point) and in the 'Egg_n_exp' I wrote 2.5 (half size of modal clutch size). I should only work with number of offspring because the number of clutches are not independent with each other!",NA,"IMPORTANT: this information was obtained after contacting the authors. This information is better than the one that appears in the paper. Here we have information divided by treatment; with mean and sd; and not mixed model from several treatments together. ",NA,"no","no","no","Mean",NA,NA,37,22,NA,"means_offspring",-0.00258424859469607,0.0281399567485093,0.936,1.033,NA,"NA",NA,NA,59,"text; data sent by the author","androstenedione and testosterone","androgens"
"yes","rayyan-123814261","GR_P_08","Lab_ID_6","Population_ID_32",199,"Diverse dose-response effects of yolk androgens on embryo development and nestling growth in a wild passerine","2015","Muriel; J. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.","Gil","Journal of Experimental Biology","10.1242/jeb.118257","Sturnus unicolor","altricial",5,NA,NA,"1",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2010","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","2.5",50,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Sigma; Germany","184","64",287.5,8,NA,"plant oil","offspring",NA,"structural body size (mass and tarsus)","before independence","14",22,0.636363636,NA,"yes",NA,"offspring",NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",0.019,0.936,NA,74,0.198,1.091,NA,29,"yes","SC_P_29","SD",NA,"complete","no",NA,"""eggs within each clutch received either control or experimental injections""; ""An index of body condition was estimated using the residuals from a regression of body mass on tarsus length""","LM","LM","IMPORTANT - clutch size was not reported in the paper but I obtained this information (modal clutch size) from other paper done from the same population (ID_32). Each nest had both control and experimenal chicks, and this was randomly decided. This is why in the column 'Egg_order_exp' I wrote entire clutch (because pooling all nests all eggs were treated at some point) and in the 'Egg_n_exp' I wrote 2.5 (half size of modal clutch size). I should only work with number of offspring because the number of clutches are not independent with each other!",NA,"IMPORTANT: this information was obtained after contacting the authors. This information is better than the one that appears in the paper. Here we have information divided by treatment; with mean and sd; and not mixed model from several treatments together. ",NA,"no","no","no","Mean",NA,NA,37,29,NA,"means_offspring",0.112338186664446,0.023886451551923,0.936,1.091,NA,"NA",NA,NA,66,"text; data sent by the author","androstenedione and testosterone","androgens"
"yes","rayyan-123815168","GR_P_17","Lab_ID_25","Population_ID_11",200,"Pre- and Postnatal Effects of Corticosterone on Fitness-Related Traits and the Timing of Endogenous Corticosterone Production in a Songbird","2016","Strange; M.S. and Bowden; R.M. and Thompson; C.F. and Sakaluk; S.K.","Sakaluk","Journal of Experimental Zoology Part A: Ecological Genetics and Physiology","10.1002/jez.2022","Troglodytes aedon","altricial",5.9,NA,NA,NA,2,"McLean County; Illinois; USA",40.66,-88.89,NA,"2013","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","5.9",100,"during laying/after clutch completion/before incubation","injection","albumen (but they say that it migrates to the yolk)","corticosterone","ng",NA,"0.35","1.8",19.44444444,1,"within natural range","plant oil","offspring",NA,"mass","hatching","0",18,0,NA,NA,"yes","offspring",NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",1.21,0.5,13,18,0.98,0.06,10,19,"yes","SC_P_4","SEM",NA,"complete","no","IMPORTANT only least squared means are reported; not the raw means for this reason I have not reported them ",NA,"PBD","PD; LM",NA,"The experiment was done only in 2013 (despite they initially say that they studied the population over 2012; 2013 and 2014). Authors manipulated the entire clutch; this is why I wrote 5.9 in the ""Egg_n_exp"" column; I modified the SD of the experimental treatment since in the text they say that the low and high cort injections equal 1 and 2 SD; respectively. In the text the authors report the mean and SEM of nestlings at hatching. I therefore added this info.",NA,NA,"no","no","no","Mean",NA,NA,9,19,NA,"means_offspring",-0.120903602905361,0.0615352453843695,2.12132034355964,0.26153393661244,NA,"NA",NA,NA,28,"text; p353","corticosterone","corticosterone"
"yes","rayyan-123815168","GR_P_17","Lab_ID_25","Population_ID_11",201,"Pre- and Postnatal Effects of Corticosterone on Fitness-Related Traits and the Timing of Endogenous Corticosterone Production in a Songbird","2016","Strange; M.S. and Bowden; R.M. and Thompson; C.F. and Sakaluk; S.K.","Sakaluk","Journal of Experimental Zoology Part A: Ecological Genetics and Physiology","10.1002/jez.2022","Troglodytes aedon","altricial",5.9,NA,NA,NA,2,"McLean County; Illinois; USA",40.66,-88.89,NA,"2013","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","5.9",100,"during laying/after clutch completion/before incubation","injection","albumen (but they say that it migrates to the yolk)","corticosterone","ng",NA,"0.7","1.8",38.88888889,2,"within natural range","plant oil","offspring",NA,"mass","hatching","0",18,0,NA,NA,"yes","offspring",NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",1.21,0.5,13,18,1.12,0.07,10,19,"yes","SC_P_4","SEM",NA,"complete ","no","IMPORTANT only least squared means are reported; not the raw means for this reason I have not reported them ",NA,"PBD","PD; LM",NA,"The experiment was done only in 2013 (despite they initially say that they studied the population over 2012; 2013 and 2014). Authors manipulated the entire clutch; this is why I wrote 5.9 in the ""Egg_n_exp"" column; I modified the SD of the experimental treatment since in the text they say that the low and high cort injections equal 1 and 2 SD; respectively. In the text the authors report the mean and SEM of nestlings at hatching. I therefore added this info.",NA,NA,"no","no","no","Mean",NA,NA,9,19,NA,"means_offspring",-0.0472027607672884,0.0627191501932577,2.12132034355964,0.305122926047847,NA,"NA",NA,NA,28,"text; p353","corticosterone","corticosterone"
"yes","rayyan-123815168","GR_P_17","Lab_ID_25","Population_ID_11",202,"Pre- and Postnatal Effects of Corticosterone on Fitness-Related Traits and the Timing of Endogenous Corticosterone Production in a Songbird","2016","Strange; M.S. and Bowden; R.M. and Thompson; C.F. and Sakaluk; S.K.","Sakaluk","Journal of Experimental Zoology Part A: Ecological Genetics and Physiology","10.1002/jez.2022","Troglodytes aedon","altricial",5.9,NA,NA,NA,2,"McLean County; Illinois; USA",40.66,-88.89,NA,"2013","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","5.9",100,"during laying/after clutch completion/before incubation","injection","albumen (but they say that it migrates to the yolk)","corticosterone","ng",NA,"0.35","1.8",19.44444444,1,"within natural range","plant oil","offspring",NA,"mass","before independence","11",18,0.611111111,NA,NA,"yes","offspring","17",29,"F-test (mixed model)",2,2.49,29,"0.13","p-value","positive","offspring",9.71,1.3,10,15,9.77,0.69,7,14,"yes","SC_P_5","SD",NA,"complete","no","IMPORTANT only least squared means are reported; not the raw means for this reason I have not reported them ",NA,"PBD","PD; LM","least squared mean ± SE reported!","The experiment was done only in 2013 (despite they initially say that they studied the population over 2012; 2013 and 2014). Authors manipulated the entire clutch; this is why I wrote 5.9 in the ""Egg_n_exp"" column; I modified the SD of the experimental treatment since in the text they say that the low and high cort injections equal 1 and 2 SD; respectively.The means are least square means - extracted them but we should contact the authors!!!","We now have mean and SD.",NA,"no","no","no","Mean",NA,NA,3.75,14,NA,"means_offspring",0.044220110749497,0.118600351728493,1.3,0.69,NA,"NA",NA,NA,17.75,"text; word file; fig1; p352; ; data sent by the author","corticosterone","corticosterone"
"yes","rayyan-123815168","GR_P_17","Lab_ID_25","Population_ID_11",203,"Pre- and Postnatal Effects of Corticosterone on Fitness-Related Traits and the Timing of Endogenous Corticosterone Production in a Songbird","2016","Strange; M.S. and Bowden; R.M. and Thompson; C.F. and Sakaluk; S.K.","Sakaluk","Journal of Experimental Zoology Part A: Ecological Genetics and Physiology","10.1002/jez.2022","Troglodytes aedon","altricial",5.9,NA,NA,NA,2,"McLean County; Illinois; USA",40.66,-88.89,NA,"2013","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","5.9",100,"during laying/after clutch completion/before incubation","injection","albumen (but they say that it migrates to the yolk)","corticosterone","ng",NA,"0.7","1.8",38.88888889,2,"within natural range","plant oil","offspring",NA,"mass","before independence","11",18,0.611111111,NA,NA,"yes","offspring","17",29,"F-test (mixed model)",2,15.95,29,"0.0004","p-value","positive","offspring",9.71,1.3,10,15,10.47,0.77,7,14,"yes","SC_P_5","SD",NA,"complete","no","IMPORTANT only least squared means are reported; not the raw means for this reason I have not reported them ",NA,"PBD","PD; LM","least squared mean ± SE reported!","The experiment was done only in 2013 (despite they initially say that they studied the population over 2012; 2013 and 2014). Authors manipulated the entire clutch; this is why I wrote 5.9 in the ""Egg_n_exp"" column; I modified the SD of the experimental treatment since in the text they say that the low and high cort injections equal 1 and 2 SD; respectively.The means are least square means - extracted them but we should contact the authors!!!","We now have mean and SD.",NA,"no","no","no","Mean",NA,NA,3.75,14,NA,"means_offspring",0.491923747148156,0.0816852600300832,1.3,0.77,NA,"NA",NA,NA,17.75,"text; word file; fig1; p352; ; data sent by the author","corticosterone","corticosterone"
"yes","rayyan-123815168","GR_P_17","Lab_ID_25","Population_ID_11",204,"Pre- and Postnatal Effects of Corticosterone on Fitness-Related Traits and the Timing of Endogenous Corticosterone Production in a Songbird","2016","Strange; M.S. and Bowden; R.M. and Thompson; C.F. and Sakaluk; S.K.","Sakaluk","Journal of Experimental Zoology Part A: Ecological Genetics and Physiology","10.1002/jez.2022","Troglodytes aedon","altricial",5.9,NA,NA,NA,2,"McLean County; Illinois; USA",40.66,-88.89,NA,"2013","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","5.9",100,"during laying/after clutch completion/before incubation","injection","albumen (but they say that it migrates to the yolk)","corticosterone","ng",NA,"0.35","1.8",19.44444444,1,"within natural range","plant oil","offspring",NA,"tarsus","before independence","11",18,0.611111111,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",18.13,1.06,10,15,18.59,0.54,7,14,"yes","SC_P_5","SD",NA,"complete","no","IMPORTANT only least squared means are reported; not the raw means for this reason I have not reported them ",NA,"PBD","PD; LM","least squared mean ± SE reported!","The experiment was done only in 2013 (despite they initially say that they studied the population over 2012; 2013 and 2014). Authors manipulated the entire clutch; this is why I wrote 5.9 in the ""Egg_n_exp"" column; I modified the SD of the experimental treatment since in the text they say that the low and high cort injections equal 1 and 2 SD; respectively.The means are least square means - extracted them but we should contact the authors!!!","We now have mean and SD.",NA,"no","no","no","Mean",NA,NA,3.75,14,NA,"means_offspring",0.407539527636701,0.0926143555246719,1.06,0.54,NA,"NA",NA,NA,17.75,"text; word file; fig1; p352; ; data sent by the author","corticosterone","corticosterone"
"yes","rayyan-123815168","GR_P_17","Lab_ID_25","Population_ID_11",205,"Pre- and Postnatal Effects of Corticosterone on Fitness-Related Traits and the Timing of Endogenous Corticosterone Production in a Songbird","2016","Strange; M.S. and Bowden; R.M. and Thompson; C.F. and Sakaluk; S.K.","Sakaluk","Journal of Experimental Zoology Part A: Ecological Genetics and Physiology","10.1002/jez.2022","Troglodytes aedon","altricial",5.9,NA,NA,NA,2,"McLean County; Illinois; USA",40.66,-88.89,NA,"2013","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","5.9",100,"during laying/after clutch completion/before incubation","injection","albumen (but they say that it migrates to the yolk)","corticosterone","ng",NA,"0.7","1.8",38.88888889,2,"within natural range","plant oil","offspring",NA,"tarsus","before independence","11",18,0.611111111,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offspring",18.13,1.06,10,15,18.97,0.6,7,14,"yes","SC_P_5","SD",NA,"complete","no","IMPORTANT only least squared means are reported; not the raw means for this reason I have not reported them ",NA,"PBD","PD; LM","least squared mean ± SE reported!","The experiment was done only in 2013 (despite they initially say that they studied the population over 2012; 2013 and 2014). Authors manipulated the entire clutch; this is why I wrote 5.9 in the ""Egg_n_exp"" column; I modified the SD of the experimental treatment since in the text they say that the low and high cort injections equal 1 and 2 SD; respectively.The means are least square means - extracted them but we should contact the authors!!!","We now have mean and SD.",NA,"no","no","no","Mean",NA,NA,3.75,14,NA,"means_offspring",0.649444110587279,0.0585415368048455,1.06,0.6,NA,"NA",NA,NA,17.75,"text; word file; fig1; p352; ; data sent by the author","corticosterone","corticosterone"
"yes","rayyan-123815602","GR_P_23","Lab_ID_15","Population_ID_16",206,"Variable effects of yolk androgens on growth; survival; and immunity in eastern bluebird nestlings","2005","Navara; K.J. and Hill; G.E. and Mendona; M.T.","Mendona","Physiological and Biochemical Zoology","10.1086/430689","Sialia sialis","altricial",NA,NA,NA,NA,NA,"Lee County; Alabama; USA",NA,NA,NA,"2003","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch",NA,100,"during laying/after clutch completion/before incubation","injection","yolk","testosterone","ug",NA,"3",NA,NA,NA,"supraphysiological","plant oil","mother","hatching success",NA,NA,NA,NA,NA,NA,NA,"yes (some eggs excluded because of bacterial infections)","clutch","20",NA,"Chi-square",NA,5.38,NA,"<0.025","p-value","negative","clutch",0.7,0.26,13,NA,0.35,0.26,7,NA,"yes","SC_P_6","SD","In the figure is SE but the Rpackage returns the SD","complete","no",NA,"These injection amounts were based on yolk levels found in bluebird eggs collected from the study site in the previous year; which were found to vary from 2.9 ng/yolk to 240 ng/yolk (K. J. Navara; unpublished data) (hence even the ""low"" dose is supraphysiologic)","PBD","PD; LM",NA,NA,"The authors do not have the data anymore.",NA,"no","no","no","Mean",NA,NA,6.5,7,NA,"means_clutch",-0.738438175456678,0.0404510107557051,0.26,0.26,NA,"NA",NA,NA,13.5,"figure1+text; p573","testosterone","androgens"
"yes","rayyan-123815602","GR_P_23","Lab_ID_15","Population_ID_16",207,"Variable effects of yolk androgens on growth; survival; and immunity in eastern bluebird nestlings","2005","Navara; K.J. and Hill; G.E. and Mendona; M.T.","Mendona","Physiological and Biochemical Zoology","10.1086/430689","Sialia sialis","altricial",NA,NA,NA,NA,NA,"Lee County; Alabama; USA",NA,NA,NA,"2003","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch",NA,100,"during laying/after clutch completion/before incubation","injection","yolk","testosterone","ug",NA,"0.3",NA,NA,NA,"supraphysiological","plant oil","mother","hatching success",NA,NA,NA,NA,NA,NA,NA,"yes (some eggs excluded because of bacterial infections)","clutch","25",NA,"Chi-square",NA,4.06,NA,"<0.05","p-value","negative","clutch",0.7,0.26,13,NA,0.4,0.64,12,NA,"yes","SC_P_6","SD","In the figure is SE but the Rpackage returns the SD","complete","no",NA,NA,"PBD","PD; LM",NA,NA,"The authors do not have the data anymore.",NA,"no","no","no","Mean",NA,NA,6.5,12,NA,"means_clutch",-0.345794481106866,0.0779519924432317,0.26,0.64,NA,"NA",NA,NA,18.5,"figure1+text; fig1; p573","testosterone","androgens"
"yes","rayyan-123815602","GR_P_23","Lab_ID_15","Population_ID_16",208,"Variable effects of yolk androgens on growth; survival; and immunity in eastern bluebird nestlings","2005","Navara; K.J. and Hill; G.E. and Mendona; M.T.","Mendona","Physiological and Biochemical Zoology","10.1086/430689","Sialia sialis","altricial",NA,NA,NA,NA,NA,"Lee County; Alabama; USA",NA,NA,NA,"2003","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch",NA,100,"during laying/after clutch completion/before incubation","injection","yolk","testosterone","ug",NA,"3",NA,NA,NA,"supraphysiological","plant oil","offspring",NA,"mass","before independence","14",NA,NA,NA,NA,"no","clutch","14",NA,"ANOVA + post hoc z-score",NA,NA,NA,"0.013","p-value; I think it's z-score but it's not stated","positive","clutch",27.98,2.11,9,NA,30.43,1.57,5,NA,"yes","SC_P_7","SD","In the figure is SE but the Rpackage returns the SD","complete","yes","They used brood averages in all analysis",NA,"PBD","PD; LM",NA,NA,"The authors do not have the data anymore.",NA,"no","no","no","Mean",NA,NA,4.5,5,NA,"means_clutch",0.750985895949195,0.0565122031522374,2.11,1.57,NA,"NA",NA,NA,9.5,"figure3+text; p573; p574","testosterone","androgens"
"yes","rayyan-123815602","GR_P_23","Lab_ID_15","Population_ID_16",209,"Variable effects of yolk androgens on growth; survival; and immunity in eastern bluebird nestlings","2005","Navara; K.J. and Hill; G.E. and Mendona; M.T.","Mendona","Physiological and Biochemical Zoology","10.1086/430689","Sialia sialis","altricial",NA,NA,NA,NA,NA,"Lee County; Alabama; USA",NA,NA,NA,"2003","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch",NA,100,"during laying/after clutch completion/before incubation","injection","yolk","testosterone","ug",NA,"0.3",NA,NA,NA,"supraphysiological","plant oil","offspring",NA,"mass","before independence","14",NA,NA,NA,NA,"no","clutch","16",NA,NA,NA,NA,NA,NA,NA,"negative","clutch",27.98,2.11,9,NA,27.27,2.17,7,NA,"yes","SC_P_7","SD","In the figure is SE but the Rpackage returns the SD","complete","yes","They used brood averages in all analysis",NA,"PBD","PD; LM",NA,NA,"The authors do not have the data anymore.",NA,"no","no","no","Mean",NA,NA,4.5,7,NA,"means_clutch",-0.222072782112787,0.142138137840696,2.11,2.17,NA,"NA",NA,NA,11.5,"figure3+text; p573; p574","testosterone","androgens"
"yes","rayyan-123814261","GR_P_08","Lab_ID_6","Population_ID_32",210,"Diverse dose-response effects of yolk androgens on embryo development and nestling growth in a wild passerine","2015","Muriel; J. and Perez-Rodriguez; L. and Puerta; M. and Gil; D.","Gil","Journal of Experimental Biology","10.1242/jeb.118257","Sturnus unicolor","altricial",5,NA,NA,"1",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2010","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"entire clutch","2.5",50,"during laying/after clutch completion/before incubation","injection","yolk","androstenedione and testosterone","ng","Sigma; Germany","46","64",71.875,2,NA,"plant oil","mother","hatching success",NA,"hatching","0",22,0,NA,NA,NA,"clutch",NA,238,NA,NA,NA,NA,NA,NA,NA,"offspring",67.58241758,0.4693573,NA,182,76.78571429,0.42602055,NA,56,"yes","SC_P_9","SD",NA,"complete","no",NA,"""eggs within each clutch received either control or experimental injections""","LM","LM","IMPORTANT - clutch size was not reported in the paper but I obtained this information (modal clutch size) from other paper done from the same population (ID_32). Each nest had both control and experimenal chicks, and this was randomly decided. This is why in the column 'Egg_order_exp' I wrote entire clutch (because pooling all nests all eggs were treated at some point) and in the 'Egg_n_exp' I wrote 2.5 (half size of modal clutch size). I should only work with number of offspring because the number of clutches are not independent with each other!",NA,"IMPORTANT: this information was obtained after contacting the authors. This information is better than the one that appears in the paper. Here we have information divided by treatment; with mean and sd; and not mixed model from several treatments together. ",NA,"no","no","no","Mean",NA,NA,60.6666666666667,56,NA,"means_offspring",1.24804970347604,0.000615152430151156,0.4693573,0.42602055,NA,"NA",NA,NA,116.666666666667,"text; table S1; data sent by the author; sample sizes in supplementary table","androstenedione and testosterone","androgens"
