"Include","StudyID","GroupID","LaboratoryID","PopulationID","EffectID","Title","Year","Authors_all","Lab_PI","Journal","DOI","Species","Developmental_mode","Mean_clutch_size","SD_clutch_size","SE_clutch_size","Focal_clutch_number","Max_clutch_number","Study_area","Lat_study_area","Long_study_area","Elev_study_area","Year_collection","Study_type","Egg_n_collected","Time_collection","Egg_sampl_method","Egg_store","Egg_homog","Egg_homog_name","Site_horm_measured","Horm_measured","Horm_extracted_colum","Method_horm_meas","AntibodyKit","Horm_units","Horm_mean","Horm_Var","Horm_Var_Type","Exp_mother_egg","Method_mother_exp","Type_mother_exp","Horm_mother_exp","Horm_mother_units","Horm_mother_lab","Horm_mother_applied_dose","Horm_mother_mean_nat","Horm_mother_dose_exp","Horm_mother_SD","Horm_mother_cateogrical_dose","Time_mother_exp","Egg_order_exp","Egg_n_exp","Percent_egg_exp","Time_egg_exp","Method_egg_exp","Site_egg_exp","Horm_egg_exp","Horm_egg_units","Horm_egg_lab","Horm_egg_applied_dose","Horm_egg_mean_nat","Horm_egg_dose_exp","Horm_egg_SD","Horm_egg_cateogrical_dose","Solvent_egg_used_exp","Fitness_trait","Fitness_mother","Fitness_offs","Off_life_stage","Off_age","Off_average_nesting_time","Off_relative_age","Off_sex","Blind_data_recording","Partial_or_selective_data_rep","TestStat_N_level","TestStat_N_clutch","TestStat_N_off","TestStat_Type","TestStat_NumberOfPredictors","TestStat_Value","TestStat_df","TestStat_p","TestStat_p_comment","TestDirection","Exp_N_level","Control_Mean","Control_Var","Control_N_clutch","Control_N_off","Exp_Mean","Exp_Var","Exp_N_clutch","Exp_N_off","Shared_control","Shared_control_ID","Var_type","Var_type_comment","DataReporting","Raw","Notes","Quotes","ExtractionID","Extraction_check_observer","Extraction_check_notes","Reply_LM","Comments_after_author_response","Final_exclusion_paper_why","Least_square_means","Cross_fostering","Incubation_prior","Effect_size_type","stats_n_total","stats_n_df","control_n_total","exp_n_total","raw_n","datasubset","cor","cor_var","sd_control","sd_exp","n_control_surv","n_control_no_surv","n_exp_surv","n_exp_no_surv","final_n","DataSourceLocation","Hormone_measured_unique","Hormone_measured_general"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",70,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","androstenedione","yes","RIA (radio inmuno assay)",NA,"pg/g","37336.02","25963.63","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,"no","clutch","91",NA,"Pearson",NA,-0.008917452,88,"0.9335","t-value: -0.08; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",91,89,NA,NA,NA,"stats_clutch",-0.008917452,0.0111093440491471,NA,NA,NA,"NA",NA,NA,91,"Repository; Excel file","androstenedione","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",71,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","testosterone","yes","RIA (radio inmuno assay)",NA,"pg/g","13491.91","3968.215","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,"no","clutch","91",NA,"Pearson",NA,-0.2068861,88,"0.05041","t-value: -1.98; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",91,89,NA,NA,NA,"stats_clutch",-0.2068861,0.0101803142481531,NA,NA,NA,"NA",NA,NA,91,"Repository; Excel file","testosterone","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",72,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","DHT","yes","RIA (radio inmuno assay)",NA,"pg/g","23904.09","13558.19","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,"no","clutch","91",NA,"Pearson",NA,-0.1325726,88,"0.2129","t-value: -1.25; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",91,89,NA,NA,NA,"stats_clutch",-0.1325726,0.0107239767717482,NA,NA,NA,"NA",NA,NA,91,"Repository; Excel file","DHT","androgens"
"yes","rayyan-863278427","GR_L_5_new","Lab_ID_10","Population_ID_9",73,"Natural variation in yolk fatty acids; but not androgens; predicts offspring fitness in a wild bird","2021","Mentesana; L. and Andersson; M.N. and Casagrande; S. and Goymann; W. and Isaksson; C. and Hau; M.","Hau","Frontiers in Zoology","10.1186/s12983-021-00422-z","Parus major","altricial",8.45,1.13,NA,"1",2,"Dellinger Buchet; Germany",48.05,11.22,620,"2015- 2016","correlational","4","same day that it was laid","entire egg removed","yolk stored separately after homongenization","distilled water",NA,"yolk","corticosterone","yes","EIA (enzyme inmuno assay)","Enzo Life Sciences; Germany","pg/g","210.5164","90.12253","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,"no","clutch","91",NA,"Pearson",NA,-0.0698758,88,"0.5128","t-value: -0.66; p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","yes","Mean and SD for hormone concentration at the population levels has been calculated from all eggs.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",91,89,NA,NA,NA,"stats_clutch",-0.0698758,0.0110028731688811,NA,NA,NA,"NA",NA,NA,91,"Repository; Excel file","corticosterone","corticosterone"
"yes","rayyan-123815658","GR_L_29","Lab_ID_37","Population_ID_39",82,"Yolk androgens in great tit eggs are related to male attractiveness, breeding density and territory quality","2011","Remes; V.","Remes","Behavioral Ecology and Sociobiology","10.1007/s00265-011-1139-9","Parus major","altricial",NA,NA,NA,NA,NA,"Grygov; Czech Republic",49.52,17.32,205,"2005-2006-2007","correlational","4","after egg completition or before incubating","entire egg removed","entire egg removed",NA,NA,NA,"testosterone","no","RIA (radio inmuno assay)",NA,"pg/mg","55.89","29.04","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,"no","clutch","128",NA,"Pearson",NA,-0.01,NA,">0.05","p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","no","The author also reports information on total androgen concentration and clutch size. We extracted individual samples. We assumed authors used a Pearson correlation.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",128,NA,NA,NA,NA,"stats_clutch",-0.01,0.00787244102362205,NA,NA,NA,"NA",NA,NA,128,"Supplementary Table 1  ; Suppelementary Materials","testosterone","androgens"
"yes","rayyan-123815658","GR_L_29","Lab_ID_38","Population_ID_39",83,"Yolk androgens in great tit eggs are related to male attractiveness, breeding density and territory quality","2011","Remes; V.","Remes","Behavioral Ecology and Sociobiology","10.1007/s00265-011-1139-9","Parus major","altricial",NA,NA,NA,NA,NA,"Grygov; Czech Republic",49.52,17.32,205,"2005-2006-2007","correlational","4","after egg completition or before incubating","entire egg removed","entire egg removed",NA,NA,NA,"androstenedione","no","RIA (radio inmuno assay)",NA,"pg/mg","47.87","15.25","SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,"no","clutch","128",NA,"Pearson",NA,-0.01,NA,">0.05","p-value","negative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complete","no","The author also reports information on total androgen concentration and clutch size. We extracted individual samples. We assumed authors used a Pearson correlation.",NA,"LM","LM",NA,NA,NA,NA,"no","no","no","Pearson",128,NA,NA,NA,NA,"stats_clutch",-0.01,0.00787244102362205,NA,NA,NA,"NA",NA,NA,128,"Supplementary Table 1  ; Suppelementary Materials","androstenedione","androgens"
"yes","rayyan-123814425","GR_N_05","Lab_ID_27","Population_ID_11",134,"Elevated corticosterone during egg production elicits increased maternal investment and promotes nestling growth in a wild songbird","2016","Bowers; E. Keith and Bowden; Rachel M. and Thompson; Charles F. and Sakaluk; Scott K.","Scott","Hormones and Behavior","10.1016/j.yhbeh.2016.05.010","Troglodytes aedon","altricial",NA,NA,NA,NA,NA,"McLean County; Illinois; USA",41.1,-88.13,NA,"2015","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","indirect","food manipulation","corticosterone","mg",NA,0.5,NA,NA,NA,NA,"less than 6 days prior to the first egg or during egg-laying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","31",NA,"F-test (mixed model)",5,3.61,42,"0.036","p-value","positive","clutch",5.13,0.99,15,NA,5.75,0.775,16,NA,"yes","SC_N_1","SD",NA,"complete","no","no sample sizes available - least-squares mean",NA,"MNA","LM","Concentrations of cort injected to meal worms increase cort in blood within the stress-induce range. Besides the F-value; the authors also reported the estimate: control-low: -0.69 +- 0.32 (SE)",NA,"Sample sizes sent and now we have mean and SD.",NA,"no","no","no","Mean",NA,NA,7.5,16,NA,"means_clutch",0.43901982959803,0.055066956349055,0.99,0.775,NA,"NA",NA,NA,23.5,"table; fig and word file from author;  table 1; fig 2; data sent by author","corticosterone","corticosterone"
"yes","rayyan-123814425","GR_N_05","Lab_ID_27","Population_ID_11",135,"Elevated corticosterone during egg production elicits increased maternal investment and promotes nestling growth in a wild songbird","2016","Bowers; E. Keith and Bowden; Rachel M. and Thompson; Charles F. and Sakaluk; Scott K.","Scott","Hormones and Behavior","10.1016/j.yhbeh.2016.05.010","Troglodytes aedon","altricial",NA,NA,NA,NA,NA,"McLean County; Illinois; USA",41.1,-88.13,NA,"2015","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","indirect","food manipulation","corticosterone","mg",NA,1,NA,NA,NA,NA,"less than 6 days prior to the first egg or during egg-laying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","30",NA,"F-test (mixed model)",5,3.61,42,"0.036","p-value","positive","clutch",5.13,0.99,15,NA,5.73,0.799,15,NA,"yes","SC_N_1","SD",NA,"complete","no","no sample sizes available - least-squares mean",NA,"MNA","LM","Concentrations of cort injected to meal worms increase cort in blood within the stress-induce range. Besides the F-value; the authors also reported the estimate: low-high: 0.11 +- 0.32 (SE)",NA,"Sample sizes sent and now we have mean and SD.",NA,"no","no","no","Mean",NA,NA,7.5,15,NA,"means_clutch",0.420536231506327,0.0583888555319672,0.99,0.799,NA,"NA",NA,NA,22.5,"table; fig and word file from author; table 1; fig 2; data sent by author","corticosterone","corticosterone"
"yes","rayyan-123815659","GR_N_19","Lab_ID_16","Population_ID_3",136,"Yolk androgens in the barn swallow (Hirundo rustica): A test of some adaptive hypotheses","2006","Gil; D. and Ninni; P. and Lacroix; A. and De Lope; F. and Tirard; C. and Marzal; A. and Pape Møller; A.","Møller","Journal of Evolutionary Biology","10.1111/j.1420-9101.2005.00981.x","Hirundo rustica","altricial",5,NA,NA,"1 & 2",2,"Badajoz; Spain",NA,NA,NA,"2001","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"indirect","other (male's tale manipulation - SHORT TAIL)","androstenedione",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,"before independence",NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clutch",4.6969697,0.52943652,33,NA,4.45454545,1.12815215,11,NA,"yes","SC_N_2","SD",NA,"complete","no","From the information that the author sent; the total number of clutches is 61. In the paper it says 64.","""Females paired to males with elongated tails laid eggs with greater concentrations of A4 than females mated to males with shortened tails (F2;65.9?=?5.91; P?<?0.01; Fig. 1). ""","LM","LM",NA,NA,NA,NA,"no","no","no","Mean",NA,NA,16.5,11,NA,"means_clutch",-0.18899960236951,0.0573170590736211,0.52943652,1.12815215,NA,"NA",NA,NA,27.5,"text; info sent by the author","androstenedione","androgens"
"yes","rayyan-123815659","GR_N_19","Lab_ID_16","Population_ID_3",137,"Yolk androgens in the barn swallow (Hirundo rustica): A test of some adaptive hypotheses","2006","Gil; D. and Ninni; P. and Lacroix; A. and De Lope; F. and Tirard; C. and Marzal; A. and Pape Møller; A.","Møller","Journal of Evolutionary Biology","10.1111/j.1420-9101.2005.00981.x","Hirundo rustica","altricial",5,NA,NA,"1 & 2",2,"Badajoz; Spain",NA,NA,NA,"2001","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"indirect","other (male's tale manipulation - LONG TAIL)","androstenedione",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,"before independence",NA,NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clutch",4.6969697,0.52943652,33,NA,4.52941176,0.62426427,17,NA,"yes","SC_N_2","SD",NA,"complete","no","From the information that the author sent; the total number of clutches is 61. In the paper it says 64.","""Females paired to males with elongated tails laid eggs with greater concentrations of A4 than females mated to males with shortened tails (F2;65.9?=?5.91; P?<?0.01; Fig. 1). ""","LM","LM",NA,NA,NA,NA,"no","no","no","Mean",NA,NA,16.5,17,NA,"means_clutch",-0.184791453401066,0.04574730287589,0.52943652,0.62426427,NA,"NA",NA,NA,33.5,"text; info sent by the author","androstenedione","androgens"
"yes","rayyan-123814428","GR_P_12","Lab_ID_6","Population_ID_32",220,"Elevated testosterone levels affect female breeding success and yolk androgen deposition in a passerine bird","2009","Lopez-Rull; Isabel and Gil; Diego","Gil","Behavioural Processes","10.1016/j.beproc.2009.07.012","Sturnus unicolor","altricial",5.33,1,NA,"1",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2006","experimental","entire clutch",NA,"biopsy","yolk stored separately after homongenization",NA,NA,"yolk","androstenedione + testosterone",NA,"EIA (enzyme inmuno assay)","DRG Labs; Germany (A4) + DSL Labs; USA (T)","ng/ml","11.13","4.02","SE","mother","direct","implant","testosterone","g","Sigma",0.0122,NA,NA,NA,"within natural range","more than 6 days prior to the laying of the first egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,"no","clutch","20",NA,"F-test (ANOVA)",NA,7.25,NA,"0.015","p-value","negative","clutch",5.33,1,9,NA,3.9,1.3,11,NA,"no",NA,"SD",NA,"complete","no","The testo in the mothers ~1 month after the treatment was 1.2–0.55 ng/ml and for controls 0.36. Here the  column ""hormone_mother_applied_dose"" is not very meaningful because it refers to the dose in the implated tube.",NA,"PBD","PD; LM","I summed MEANS and VARIANCE for Testo and A4. Corrected the natural dose of mothers' T","The mean concentration of testo implantes is the WEIGHT of the implant. Not the concentration of hormone provided to the mother. I replaced the info on natural testo levels for mothers because that was the range after 1 month of treatment for control mothers (and on other units that the implant). So its not really comparable. Mean variance type of natural yolk hormone concentrations defined as SE (according to the legend from Figure 2)",NA,NA,"no","no","no","Mean",NA,NA,9,11,NA,"means_clutch",-0.675729754746782,0.0338789628462409,1,1.3,NA,"NA",NA,NA,20,"table; table 1; p315","testosterone","androgens"
"yes","rayyan-123814428","GR_P_12","Lab_ID_6","Population_ID_32",221,"Elevated testosterone levels affect female breeding success and yolk androgen deposition in a passerine bird","2009","Lopez-Rull; Isabel and Gil; Diego","Gil","Behavioural Processes","10.1016/j.beproc.2009.07.012","Sturnus unicolor","altricial",5.33,1,NA,"1",2,"Soto del Real; Madrid; Spain",49.75,-3.8,930,"2006","experimental","entire clutch",NA,"biopsy","yolk stored separately after homongenization",NA,NA,"yolk","androstenedione + testosterone",NA,"EIA (enzyme inmuno assay)","DRG Labs; Germany (A4) + DSL Labs; USA (T)","ng/ml","11.13","4.02","SE","mother","direct","implant","testosterone","g","Sigma",0.0122,NA,NA,NA,"within natural range","more than 6 days prior to the laying of the first egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","hatching success",NA,NA,NA,NA,NA,NA,NA,"no","clutch","20",NA,"F-test (ANOVA)",NA,4.87,NA,"0.04","p-value","negative","clutch",0.76,0.31,9,NA,0.42,0.36,11,NA,"no",NA,"SD",NA,"complete","no","The testo in the mothers ~1 month after the treatment was 1.2–0.55 ng/ml and for controls 0.36. Here the  column ""hormone_mother_applied_dose"" is not very meaningful because it refers to the dose in the implated tube.",NA,"PBD","PD; LM","I summed MEANS and VARIANCE for Testo and A4. Corrected the natural dose of mothers' T","The mean concentration of testo implantes is the WEIGHT of the implant. Not the concentration of hormone provided to the mother. I replaced the info on natural testo levels for mothers because that was the range after 1 month of treatment for control mothers (and on other units that the implant). So its not really comparable. Mean variance type of natural yolk hormone concentrations defined as SE (according to the legend from Figure 2)",NA,NA,"no","no","no","Mean",NA,NA,9,11,NA,"means_clutch",-0.585505883583307,0.0441046534181689,0.31,0.36,NA,"NA",NA,NA,20,"table; table 1; p315","testosterone","androgens"
"yes","rayyan-123815169","GR_P_18","Lab_ID_25","Population_ID_11",259,"Pre- and postnatal effects of experimentally manipulated maternal corticosterone on growth; stress reactivity and survival of nestling house wrens","2018","Weber; B.M. and Bowers; E.K. and Terrell; K.A. and Falcone; J.F. and Thompson; C.F. and Sakaluk; S.K.","Sakaluk","Functional Ecology","10.1111/1365-2435.13126","Troglodytes aedon","altricial",5.9,NA,NA,"1",2,"McLean County; Illinois; USA",40.66,-88.89,NA,"2016","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","indirect","food manipulation","corticosterone","mg/ml","product number 27840- 500MG; Sigma- Aldrich Corp.; St. Louis; MO; USA",0.5,NA,NA,NA,NA,"less than 6 days prior to the first egg or during egg-laying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch",NA,NA,NA,NA,NA,NA,NA,NA,NA,"clutch",6.32,1.49,19,NA,6.89,0.58,18,NA,"no",NA,"SD",NA,"complete","yes",NA,"Info on cross-fostering: ""To assess pre- and postnatal effects of maternal corticosterone treatment; we matched experimental and control clutches with unmanipulated; natural clutches produced at the same time for crossfostering; such that natural females reared the biological offspring
of control and experimental females (assessing prenatal maternal effects via the egg) and control and experimental females each reared offspring of natural females (assessing postnatal maternal effects via maternal care) (see Figure 1a). Clutches were swapped on the fourth day of full incubation""","LM","LM","IMPORTANT: this information was taken after revising the paper.  Experiment 1 - In this paper the authors do a pre- and post-natal treatment. I extracted all info regarding the pre-natal info (i.e.; the outcome of the control and treated eggs raised by natural mothers). See details in Weber's Word file and R script.","The manipulation was by injecting corticosterone (0.5 mg/ml) into caterpillar and then giving them to (mainly) females. This tends to increase yolk cort from 4ng/g to 10ng/g. To analyze clutch size they pooled both experiments (that considered only 1 clutches vs late 1 clutches; replacement and second broods) together. Clutches were cross-fostered ",NA,NA,"no","yes","no","Mean",NA,NA,19,18,NA,"means_clutch",0.311347683937249,0.0371793695459703,1.49,0.58,NA,"NA",NA,NA,37,"raw data; repository","corticosterone","corticosterone"
"yes","rayyan-123814130","GR_P_06","Lab_ID_12","Population_ID_33",367,"Consequences of elevating plasma testosterone in females of a socially monogamous songbird: Evidence of constraints on male evolution?","2004","Clotfelter; E.D. and O'Neal; D.M. and Gaudioso; J.M. and Casto; J.M. and Parker-Renga; I.M. and Snajdr; E.A. and Duffy; D.L. and Nolan Jr.; V. and Ketterson; E.D.","Ketterson","Hormones and Behavior","10.1016/j.yhbeh.2004.03.003","Junco hyemalis","altricial",NA,NA,NA,NA,NA,"Southwestern Virginia; USA",NA,NA,NA,"2001-2002","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","direct","implant","testosterone","mm","Sigma-Aldrich",5,NA,NA,NA,"within natural range","more than 6 days prior to the laying of the first egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","50",NA,"Mann Whitney",NA,-1.48,NA,"0.14","p-value","negative","clutch",3.9,0.09,25,NA,3.72,0.08,25,NA,"no",NA,"SEM",NA,"complete","no","Shall I report egg hormones concetrations for testo and estradiol (I think different clutch of the same female but not sure)? If so; how?",NA,"PBD","LM; ASF","The authors also reported U estimate = 244.5; The treated females had smaller clutch size; this is why in test direction I wrote negative; in statistical analysis the authors report that they inform the estimate and SEM. ",NA,NA,NA,"no","no","no","Mean",NA,NA,25,25,NA,"means_clutch",-0.264330620264958,0.0285918682907876,0.45,0.4,NA,"NA",NA,NA,50,"text; p174","testosterone","androgens"
"yes","rayyan-123814861","GR_L_21","Lab_ID_19","Population_ID_36",370,"Maternal condition; yolk androgens and offspring performance: A supplemental feeding experiment in the lesser black-backed gull (Larus fuscus)","2003","Verboven; N. and Monaghan; P. and Evans; D.M. and Schwabl; H. and Evans; N. and Whitelaw; C. and Nager; R.G."," Nager","Proceedings of the Royal Society B: Biological Sciences","10.1098/rspb.2003.2496","Larus fuscus","semi-precocial",NA,NA,NA,NA,NA,"Walney Island; UK",NA,NA,NA,"2000","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","indirect","food manipulation","testosterone",NA,NA,NA,NA,NA,NA,NA,"more than 6 days prior to the laying of the first egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","hatching success",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","58",162,"Chi-square ",NA,0.23,1,"0.63","p-value","positive","clutch",0.51,0.053,33,NA,0.55,0.059,25,NA,"no",NA,"SEM",NA,"complete","no","They manipulated female body condition (with food) and evaluated how this affected yolk androgen deposition and then offspring condition. Researchers cross fostered the treated/control egg into unmanipulated nests. Where only this egg was allowed to hatch. 58 different females; 162 eggs --> distributed across 162 unmanipulated nests. ",NA,"MNA","LM",NA,NA,NA,NA,"no","yes","no","Mean",NA,NA,33,25,NA,"means_clutch",0.0843693610784707,0.0275490767473951,0.304461820266516,0.295,NA,"NA",NA,NA,58,"text; p2227","testosterone","androgens"
"yes","rayyan-123815411","GR_N_16","Lab_ID_36","Population_ID_7",373,"Stress hormones: A link between maternal condition and sex-biased reproductive investment","2005","Love; O.P. and Chin; E.H. and Wynne-Edwards; K.E. and Williams; T.D.","Williams","American Naturalist","10.1086/497440","Sturnus vulgaris","altricial",5.9,NA,0.2,"2",NA,"British Columbia; USA",49.23,-121.76,NA,"2001-2003","experimental",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","direct","implant","corticosterone",NA,NA,38,16,237.5,NA,"within natural range","after the first and prior to the second clutch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mother","clutch size",NA,NA,NA,NA,NA,NA,NA,NA,"clutch","73",NA,"F-test",NA,2.64,56,">0.1","p-value","positive","clutch",5.6,0.2,35,NA,5.8,0.3,38,NA,"no",NA,"SE",NA,"complete","no",NA,NA,"MNA","NMA; LM",NA,NA,NA,NA,"no","no","no","Mean",NA,NA,35,38,NA,"means_clutch",0.0809482996901035,0.0216106479516987,1.18321595661992,1.84932420089069,NA,"NA",NA,NA,73,"text; p757","corticosterone","corticosterone"
"yes","rayyan-123814394","GR_P_11","Lab_ID_34","Population_ID_31",1,"Egg corticosterone can stimulate telomerase activity and promote longer telomeres during embryo development","2020","Noguera; Jose C. and da Silva; Alberto and Velando; Alberto","Velando","Molecular Ecology","10.1111/mec.15694 ","Larus michahellis","semi-precocial",3,NA,NA,NA,NA,"Sálvora Island; Galicia; Spain ",42.466667,9,NA,"2019","experimental","1","same day that it was laid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1",33.33333333,"during laying/after clutch completion/before incubation","injection","albumen","corticosterone","ng","Merck KGaA; Darmstadt; Germany","15",NA,NA,1,"within natural range","plant oil","mother","hatching success",NA,"hatching",NA,NA,NA,NA,NA,"no","clutch","46",NA," Wald Chi-square (generalized linear model)",NA,0.092,1,"0.762","p-value","negative","clutch",NA,NA,23,23,NA,NA,23,23,"no",NA,NA,NA,"complete","yes","Unfortunately the sample size for males and females in the different groups is never reported; only that ""Sex determination produced data of 66 females and 70 males""",NA,"PBD","PD; LM","Clutch size needs to be decided.","The authors said that they manipulated 1 egg from 3 egg clutches. We will then consider 3 as clutch size; I changed the test direction; since in the methods it says that 6 control egg did not hatch while 7 treated eggs did not hatch. Therefore; the treatment lead to fewer hatchlings than control eggs.",NA,NA,"no","no","no","Chi-square (generalized linear model)",46,2,NA,NA,NA,"stats_clutch",-0.0447213595499958,0.0221334222222222,NA,NA,NA,"NA",NA,NA,46,"text; p3","corticosterone","corticosterone"
