key,title,authors,journal,issn,volume,issue,pages,day,month,year,publisher,pmc_id,pubmed,url,abstract,notes
Lockley20212361,Effects of global warming on species with temperature-dependent sex determination: Bridging the gap between empirical research and management,"Lockley, E.C. and Eizaguirre, C.",Evolutionary Applications,17524563,14,10,2361-2377,,,2021,John Wiley and Sons Inc,,,10.1111/eva.13226,"Global warming could threaten over 400 species with temperature-dependent sex determination (TSD) worldwide, including all species of sea turtle. During embryonic development, rising temperatures might lead to the overproduction of one sex and, in turn, could bias populationsâ€™ sex ratios to an extent that threatens their persistence. If climate change predictions are correct, and biased sex ratios reduce population viability, species with TSD may go rapidly extinct unless adaptive mechanisms, whether behavioural, physiological or molecular, exist to buffer these temperature-driven effects. Here, we summarize the discovery of the TSD phenomenon and its still elusive evolutionary significance. We then review the molecular pathways underpinning TSD in model species, along with the hormonal mechanisms that interact with temperatures to determine an individual's sex. To illustrate evolutionary mechanisms that can affect sex determination, we focus on sea turtle biology, discussing both the adaptive potential of this threatened TSD taxon, and the risks associated with conservation mismanagement. Â© 2021 The Authors. Evolutionary Applications published by John Wiley & Sons Ltd.",
Du2022,Effects of Key Farm Management Practices on Pullets Welfareâ€”A Review,"Du, X. and Qin, P. and Liu, Y. and Amevor, F.K. and Shu, G. and Li, D. and Zhao, X.",Animals,20762615,12,6,NA,,,2022,MDPI,,,10.3390/ani12060729,"Studies on animal behavior and welfare have reported that improving the management practices of pullets can enhance their growth, as well as their physical and mental condition, thus benefiting the productivity of laying hens. There is growing confidence in the international community to abandon the conventional practices of â€œcage-rearing and beak-trimmingâ€ to improve the welfare of chickens. Therefore, in this review, we summarized some of the effective poultry management practices that have provided welfare benefits for pullets. The results are as follows: 1. Maintaining similar housing conditions at different periods alleviates fear and discomfort among pullets; 2. Pullets reared under cage-free systems have better physical conditions and temperaments than those reared in cage systems, and they are more suitable to be transferred to similar housing to lay eggs; 3. Improving flock uniformity in appearance and body size has reduced the risk of pecking and injury; 4. Maintaining an appropriate population (40â€“500 birds) has reduced flock aggressiveness; 5. A combination of 8â€“10 h of darkness and 5â€“30 lux of light-intensity exposure via natural or warm white LED light has achieved a welfareâ€“performance balance in pullets. (This varies by age, strain, and activities.); 6. Dark brooders (mimicking mother hens) have alleviated fear and pecking behaviors in pullets; 7. The air quality of the chicken house has been effectively improved by optimizing feed formulation and ventilation, and by reducing fecal accumulation and fermentation; 8. Complex environments (with litter, perches, straw bales, slopes, platforms, outdoor access, etc.) have stimulated the activities of chickens and have produced good welfare effects. In conclusion, the application of comprehensive management strategies has improved the physical and mental health of pullets, which has, in turn, improved the quantity and quality of poultry products. Â© 2022 by the authors. Licensee MDPI, Basel, Switzerland.",
Peixoto2020,Effects of Maternal Stress on Measures of Anxiety and Fearfulness in Different Strains of Laying Hens,"Peixoto, M.R.L.V. and Karrow, N.A. and Newman, A. and Widowski, T.M.",Frontiers in Veterinary Science,22971769,7,NA,NA,,,2020,Frontiers Media S.A.,,,10.3389/fvets.2020.00128,"Maternal stress can affect the offspring of birds, possibly due to hormone deposition in the egg. Additionally, phenotypic diversity resulting from domestication and selection for productivity has created a variety of poultry lines that may cope with stress differently. In this study, we investigated the effects of maternal stress on the behavior of different strains of laying hens and the role of corticosterone as its mediator. For this, fertilized eggs of five genetic linesâ€”two brown (Brown 1 and 2), two white (White 1 and 2), and one pure line White Leghornâ€”were reared identically as four flocks of 27 birds (24F: 3M) per strain. Each strain was equally separated into two groups: Maternal Stress (â€œMSâ€), where hens were subjected to a series of daily acute psychological stressors for 8 days before egg collection, and â€œControl,â€ which received routine husbandry. Fertile eggs from both treatments were collected at three different ages forming different offspring groups that were treated as replicates; additional eggs from Control were injected either with corticosterone diluted in a vehicle solution (â€œCORTâ€) or just â€œVehicle.â€ Eggs from each replicate were incubated and hatched, and offspring (N = 1,919) were brooded under identical conditions. To measure the effects of maternal stress on anxiety and fear-like behavior, offspring were subjected to a social isolation test (SI) between 5 and 10 days of age and a tonic immobility test (TI) at 9 weeks of age. Compared to Control, MS decreased the number of distress vocalizations emitted by White 2 in SI. No effects of MS were observed in TI, and no effects of CORT were observed in any tests. Overall, brown lines vocalized more in SI and remained in TI for a longer duration than white strains, suggesting genetic differences in fear behavior. Females vocalized more than males in TI and showed a trend toward significance for the same trait in SI. Overall, results suggest that the effects of maternal stress on fearfulness are not directly mediated by corticosterone. Moreover, it highlights behavioral differences across various strains of laying hens, suggesting that fear responses are highly dependent on genotype. Â© Copyright Â© 2020 Peixoto, Karrow, Newman and Widowski. ",
Fern.U.00C3..U.00A1.ndez2021,Effects of nest predation on a south temperate house wren population,"FernÃ¡ndez, G.J. and Carro, M.E.",Journal of Avian Biology,9088857,52,4,NA,,,2021,Blackwell Publishing Ltd,,,10.1111/jav.02632,"Nest predation can have several effects on breeding birds. It reduces breeding success but also, it can strongly affect parental investment and reproductive decisions. Here we tested the extent of effects of nest predation on south temperate house wrens Troglodytes aedon bonariae by comparing the nesting success and breeding decisions of pairs breeding in plots that differed in nesting failure rates. During 2007 and 2008 breeding seasons we monitored nests built in nest boxes with a 27 mm entrance hole in a plot (E1) and with a 54 mm entrance hole in another plot (E2). At the end of the 2008 breeding season we reduced entrance holes of nest boxes at E2 to 27 mm. During 2007 and 2008 breeding seasons, nest failures were higher at E2 than E1 (70.6% and 25.8% respectively). Clutch sizes, brood sizes and number of fledgling produced per nest were smaller in E2 than in E1. However, females at E2 laid bigger eggs. Hatching success was lower at E2 than at E1, but fledgling success was similar between sites. Females nesting at E2 performed less frequently a second brood than those at E1. We did not detect differences between sites in individual breeding dispersal, mate change, apparent adult survival and offspring survival and recruitment. As a consequence of a reduced clutch size, higher hatching failures and lower frequency of double broods, individuals nesting at E2 had a lower annual productivity than those at E1. No differences in nest failure frequency and productivity were found between sites during the 2009 and 2010 breeding seasons. Our results provide experimental evidence of the existence of reproductive costs beyond nest loss associated with nesting in areas with high risk of nest predation in house wrens. Â© 2021 Nordic Society Oikos. Published by John Wiley & Sons Ltd",
X.WOS.000562162800027,Effects of parental exposure to glyphosate-based herbicides on embryonic development and oxidative status: a long-term experiment in a bird model,"Ruuskanen, Suvi and Rainio, Miia J. and Uusitalo, Maiju and Saikkonen, Kari and Helander, Marjo",SCIENTIFIC REPORTS,2045-2322,10,1,NA,,,2020,NATURE PUBLISHING GROUP,,,10.1038/s41598-020-63365-1,"Controversial glyphosate-based herbicides (GBHs) are the most frequently used herbicides globally. GBH residues are detected in soil, water, crops, and food products, potentially exposing non-target organisms to health risks; these organisms include wildlife, livestock, and humans. However, the potential for GBH-related parental effects are poorly understood. In the case of birds, GBHs may be transferred directly from mothers to eggs, or they may indirectly influence offspring performance by altered maternal resource allocation to eggs. We experimentally exposed a parental generation of Japanese quails (Coturnix japonica) to GBHs (200mg/kg feed) or respective controls. Glyphosate residues were found in eggs (ca 0.76kg/mg). Embryonic development tended to be poorer in the eggs of GBH-exposed parents (76\% of eggs showed normal development) compared to control parents (89\% normal eggs). Embryonic brain tissue from GBH-exposed parents tended to express more lipid damage (20\% higher), yet other biomarkers showed no apparent differences. We detected no differences in egg quality (egg, yolk, or shell mass, egg hormone concentration) across the treatment groups. Given this is the first long-term study testing parental effects of GBHs with birds, more studies are needed characterizing GBH-associated changes in maternal allocation and for example epigenetic programming.",
McGhee2020,Effects of predation risk on egg steroid profiles across multiple populations of threespine stickleback,"McGhee, K.E. and Paitz, R.T. and Baker, J.A. and Foster, S.A. and Bell, A.M.",Scientific Reports,20452322,10,1,NA,,,2020,Nature Research,,,10.1038/s41598-020-61412-5,"Predation often has consistent effects on prey behavior and morphology, but whether the physiological mechanisms underlying these effects show similarly consistent patterns across different populations remains an open question. In vertebrates, predation risk activates the hypothalamic-pituitary-adrenal (HPA) axis, and there is growing evidence that activation of the maternal HPA axis can have intergenerational consequences via, for example, maternally-derived steroids in eggs. Here, we investigated how predation risk affects a suite of maternally-derived steroids in threespine stickleback eggs across nine Alaskan lakes that vary in whether predatory trout are absent, native, or have been stocked within the last 25 years. Using liquid chromatography coupled with mass spectroscopy (LC-MS/MS), we detected 20 steroids within unfertilized eggs. Factor analysis suggests that steroids covary within and across steroid classes (i.e. glucocorticoids, progestogens, sex steroids), emphasizing the modularity and interconnectedness of the endocrine response. Surprisingly, egg steroid profiles were not significantly associated with predator regime, although they were more variable when predators were absent compared to when predators were present, with either native or stocked trout. Despite being the most abundant steroid, cortisol was not consistently associated with predation regime. Thus, while predators can affect steroids in adults, including mothers, the link between maternal stress and embryonic development is more complex than a simple one-to-one relationship between the population-level predation risk experienced by mothers and the steroids mothers transfer to their eggs. Â© 2020, The Author(s).",
Peixoto20201618,Effects of prenatal stress and genetics on embryonic survival and offspring growth of laying hens,"Peixoto, M.R.L.V. and Karrow, N.A. and Widowski, T.M.",Poultry Science,325791,99,3,1618-1627,,,2020,Elsevier Inc.,,,10.1016/j.psj.2019.10.018,"Early-life exposure to stressors can shape the phenotype of the offspring resulting in changes that may affect their prehatch and posthatch development. This can be modeled indirectly through maternal exposure to stressors (natural model) or by offspring exposure to stress hormones (pharmacological model). In this study, both models were used to investigate the effects of genetic line on hatchability, late embryonic mortality, sex ratio, and body weight until 17 wk of age. To form the parent stock, fertilized eggs of 4 commercial genetic lines â€” two brown (brown 1 and 2), two white (white 1 and 2), and a pure line White Leghorn â€” were incubated, hatched, and housed identically in 4 flocks of 27 birds (24 females and 3 males) per strain. Each strain was equally separated into 2 groups: â€œmaternal stress,â€ where hens were subjected to a series of acute psychological stressors (e.g., physical restraint, transportation) for 8 D before egg collection, and â€œcontrol,â€ where hens received routine husbandry. At 3 maternal ages, fertile eggs from both treatments were collected, and additional eggs from the control group were injected with corticosterone (10 ng/mL egg content) (â€œCORTâ€). A â€œvehicleâ€ treatment was included to account for effects of egg manipulation. Each maternal age comprised a replicate over time. Eggs were incubated and hatched, and the offspring (N = 1,919) were brooded until 17 wk under identical conditions. The results show that prenatal stress interacted with strain to decrease embryonic survival and growth. Among all strains, brown 2 was consistently the most affected line in both prehatch and posthatch development. Our study shows that embryonic survival and offspring growth are mostly affected by the pharmacological model and that strain differences may increase susceptibility to prenatal stress. Moreover, it suggests that the natural stressor model may be useful for quantifying the response of the mother to stressors, whereas the pharmacological model may be useful for quantifying the response of the embryo to increased levels of corticosterone. Â© 2019 ",
Holmes2022303,Effects of prenatal testosterone on cumulative markers of oxidative damage to organs of young adult zebra finches (Taeniopygia guttata),"Holmes, D.J. and Schwabl, H.","Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",3407594,208,2,303-312,,,2022,Springer Science and Business Media Deutschland GmbH,,,10.1007/s00359-021-01525-y,"We tested the hypothesis that exposure of avian embryos to androgens in ovo entails long-term costs in the form of oxidative damage to vital cells and organs in adulthood. We injected zebra finch eggs with testosterone (T), monitored postnatal growth, and analyzed markers of oxidative damage in heart and liver in mature birds. We measured 8-oxo-2'-deoxyguanosine and isoprostanes, markers of oxidative damage to DNA and membrane lipids, respectively. T treatment (1) reduced growth rates of female but not male nestlings vs. controls; (2) resulted in less accumulation of 8-oxo-dG, but not IsoPs, in liver tissue of 60-day-old females, but not males; and (3) a trend toward elevated 8-oxo-dG levels in heart tissue of males and females at 60 and 180Â days old combined. These results generally support the testosterone oxidative damage hypothesis, in that embryonic exposure to higher T resulted in damage to DNA of heart tissue in both sexes. They also suggest that sex-specific effects of androgens on early growth rates may carry over as differences in some forms of oxidative damage in adults. This supports a basic tenet of evolutionary aging theory that developmental influences early in life can be linked to costs later on. Â© 2021, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature. ",
Gesto2022,Effects of simple shelters on growth performance and welfare of rainbow trout juveniles,"Gesto, M. and Jokumsen, A.",Aquaculture,448486,551,NA,NA,,,2022,Elsevier B.V.,,,10.1016/j.aquaculture.2022.737930,"Environmental enrichment is a promising strategy to improve the welfare of fish in captivity. However, the utilization of enrichment in aquaculture is still infrequent, maybe because there is a paucity of knowledge about how its effects depend on factors such as fish species, developmental stage, social environment or the type and extent of enrichment. In this study, we evaluated the effects of physical enrichment on the welfare of rainbow trout juveniles, by exposing them to simple plastic screen shelters. Juveniles of approx. 15 g were introduced to two types of submerged shelters: full screens (Full) or partial screens (Semi), and fish welfare was assessed and compared to a control group (without shelters) by evaluating fish growth and condition, extent of external lesions, and the neuroendocrine responses to acute and repeated stress. During the eleven-week experimental period, the fish in the sheltered units gradually developed a clear shelter-seeking behavior when exposed to external disturbance. Fish growth, condition factor and mortality were not affected by shelter presence. The presence of full shelters had a modest protective effect on fin damage: both pectoral fin- and total fin damage scores were reduced (> 10%) in this group with respect to the control group; the percentage of fish with severe damage in the pectoral fin was reduced in the Full group with respect to the Control (63% vs 82%). Partial shelters had no significant effect on fin damage scores, when compared to the control group. The presence of shelters did not affect the general level of stress upon standardized acute or repeated stressors. However, fish used to the presence of shelters showed a more intense startling response when exposed to stressors that forced them to abandon the shelter protection. Altogether, this study shows potential for shelters to be used as a welfare-promoting strategy in trout farming, but further research is needed to optimize the shelter type and design and the proper timing for its application. Â© 2022 The Author(s)",
Xiong2020454,"Effects of stocking density on performance, egg quality, reproductive hormones, and antioxidant capacity in egg-laying ducks","Xiong, X. and Yang, Y. and Jiang, X. and Yu, C. and Peng, H. and Chen, J. and Xia, B. and Du, H. and Li, Q. and Zhang, Z. and Yang, L. and Qiu, M. and Hu, C. and Song, X. and Yan, H. and Yang, C.",Journal of Applied Animal Research,9712119,48,1,454-459,,,2020,Taylor and Francis Ltd.,,,10.1080/09712119.2020.1824919,"This study was conducted to evaluate the effects of stocking density on productive performance, egg quality, and antioxidant capacity in laying ducks. A total of 720 20-week-old Jinding laying ducks were randomly assigned to 5 stocking densities (4, 5, 6, 7, and 8 birds/m2) with 8 replicate pens each treatment. The results showed that increasing stocking density linearly increased egg production and egg mass and linearly decreased FCR of laying ducks (P &lt; 0.05). The eggshell strength and thickness decreased linearly (P &lt; 0.05) and quadratically (P &lt; 0.05) with an increase in stocking density. Increased stocking density linearly decreased concentrations of estradiol-17Î² and follicle-stimulating hormone, activities of superoxide dismutase, glutathione peroxidase, and total antioxidant capacity in plasma (P &lt; 0.05), but linearly increased plasma and hepatic malondialdehyde content (P &lt; 0.05). The results suggested that high stocking density adversely influenced laying performance and egg quality of ducks, which is associated with impaired antioxidant capacity. Under our experimental conditions, we recommend that the stocking density of laying ducks should be kept to 4 or fewer birds/m2 to avoid the negative effects of high stocking density on performance and egg quality of laying ducks. Â© 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",
Hedlund2022,"Effects of stress during commercial hatching on growth, egg production and feather pecking in laying hens","Hedlund, L. and Jensen, P.",PLoS ONE,19326203,17,1 Januray,NA,,,2022,Public Library of Science,,,10.1371/journal.pone.0262307,"Every year, billions of egg layer chicks around the world are hatched under highly stressful, industrial circumstances. Here, it is investigated how the stressful procedure in the commercial hatchery, including incubation, hatching, processing, and transport affects the chicks with regards to traits relevant for the egg production industry. These traits were compared to those of a control group hatched in a small incubator and handled gently och quietly in a quiet room without any processing and transport. The chicks were weighed at hatch and at eight additional time points: 4 days, 1 week (w), 2 w, 3 w, 5 w, 8 w, 20 w and 25 w of age. Feather pecking was studied at 15 w of age and damages to the feathers and injuries on the comb and wattle were assessed at 25 w of age. From 19 w of age, eggs were collected on three days per week, counted and weighed. Chicks from a commercial hatchery had a lower hatch weight than control chicks (p<0.001). At 20 w of age, the weight of the commercial hatched chicks was still numerically lower, although this did not reach statistical significance. Commercially hatched chicks tended to show more feather pecking behaviour at 15 w of age compared to control chicks (p<0.1), although feather condition at 25 w of age showed the opposite pattern. Regarding production, commercially hatched chickens laid fewer (p<0.05) and smaller (p<0.05) eggs than chicks hatched and handled under calm circumstances. From this experiment, it is concluded that the stressful experience in the commercial hatchery has an overall negative effect on traits relevant for the industry. Copyright: Â© 2022 Hedlund, Jensen. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
Gulati20221141,Effects of stress on reproductive function and fetal development,"Gulati, K. and Thokchom, S.K. and Rai, N. and Ray, A.",Reproductive and Developmental Toxicology,NA,NA,NA,1141-1159,,,2022,Elsevier,,,10.1016/B978-0-323-89773-0.00057-6,"Stress is conceived as any internal or external stimulus capable of altering/disrupting the physiological milieu, and the ability to cope with such aversive situations is a crucial determinant of health and disease. Various kinds of stress and their impact on the biological system have been investigated for many years. This â€œstress responseâ€ is a highly interactive phenomenon, which involves complex relationships between the HPA axis and other neuroendocrine systems that affect several aspects of social behavior. Stressful experiences in early gestation are better predictors of adverse outcomes than the same measures assessed later in gestation. It is now clear that varieties of stressful conditions during pregnancy can have long-lasting effects on fetal development with respect to emotional, behavioral, immune, and cognitive outcomes. The stress has the potential for â€˜social programmingâ€™ by differentially influencing reproductive behavior and fetal development. The role of epigenetic changes in mediating alterations in offspring outcome following prenatal stress is likely to be important and starting to be explored. The chapter provides a framework from which novel investigations could work to understand the significance of exposure to stress during early life and its impact on later health, fitness, and social behaviors. The understanding may lead to devise strategies for positive effects on fitness following early life stress. Â© 2022 Elsevier Inc. All rights reserved.",
Lemonnier2022,Effects of the social environment on vertebrate fitness and health in nature: Moving beyond the stress axis,"Lemonnier, C. and Bize, P. and Boonstra, R. and Dobson, F.S. and Criscuolo, F. and Viblanc, V.A.",Hormones and Behavior,0018506X,145,NA,NA,,,2022,Academic Press Inc.,,,10.1016/j.yhbeh.2022.105232,"Social interactions are a ubiquitous feature of the lives of vertebrate species. These may be cooperative or competitive, and shape the dynamics of social systems, with profound effects on individual behavior, physiology, fitness, and health. On one hand, a wealth of studies on humans, laboratory animal models, and captive species have focused on understanding the relationships between social interactions and individual health within the context of disease and pathology. On the other, ecological studies are attempting an understanding of how social interactions shape individual phenotypes in the wild, and the consequences this entails in terms of adaptation. Whereas numerous studies in wild vertebrates have focused on the relationships between social environments and the stress axis, much remains to be done in understanding how socially-related activation of the stress axis coordinates other key physiological functions related to health. Here, we review the state of our current knowledge on the effects that social interactions may have on other markers of vertebrate fitness and health. Building upon complementary findings from the biomedical and ecological fields, we identify 6 key physiological functions (cellular metabolism, oxidative stress, cellular senescence, immunity, brain function, and the regulation of biological rhythms) which are intimately related to the stress axis, and likely directly affected by social interactions. Our goal is a holistic understanding of how social environments affect vertebrate fitness and health in the wild. Whereas both social interactions and social environments are recognized as important sources of phenotypic variation, their consequences on vertebrate fitness, and the adaptive nature of social-stress-induced phenotypes, remain unclear. Social flexibility, or the ability of an animal to change its social behavior with resulting changes in social systems in response to fluctuating environments, has emerged as a critical underlying factor that may buffer the beneficial and detrimental effects of social environments on vertebrate fitness and health. Â© 2022 Elsevier Inc.",
Noguera2020,Egg corticosterone can stimulate telomerase activity and promote longer telomeres during embryo development,"Noguera, J.C. and da Silva, A. and Velando, A.",Molecular Ecology,9621083,NA,NA,NA,,,2020,Blackwell Publishing Ltd,,,10.1111/mec.15694,"It is often assumed that the transfer of maternal glucocorticoids (GCs; e.g., corticosterone or cortisol) to offspring is an inevitable cost associated with adverse or stressful conditions experienced by mothers. However, recent evidence indicates that maternal GCs may adaptively programme particular physiological and molecular pathways during development to enhance offspring fitness. In this context, an important mechanism through which maternal GCs may lastingly affect offspring phenotypic quality and survival is via effects on embryo telomerase activity and so on offspring postnatal telomere length. Here, using a field experimental design for which we manipulated the corticosterone content in yellow-legged gull (Larus michahellis) eggs, we show that embryos from corticosterone-injected eggs not only had a higher telomerase activity but also longer telomeres just after hatching. A complementary analysis further revealed that gull hatchlings with longer telomeres had a higher survival probability during the period when most of the chick mortality occurs. Given the important role that telomere length and its restoring mechanisms have on ageing trajectories and disease risk, our findings provide a new mechanistic link by which mothers may presumably shape offspring life-history trajectories and phenotype. Â© 2020 John Wiley & Sons Ltd",
Larson2021655,Egg lipid and thiamine vary between early and late spawning lake sturgeon,"Larson, D. and Scribner, K. and Dabrowski, K. and Lee, B.-J. and Crossman, J.",Journal of Applied Ichthyology,1758659,37,5,655-663,,,2021,John Wiley and Sons Inc,,,10.1111/jai.14239,"Nutritional deficiency associated with reduced thiamine (vitamin B1) and reduced natural reproduction of salmonid species in the Great Lake Region is well established. The negative relationship between egg thiamine and lipid concentration to post-hatch larval growth and survival in teleost species, coupled with the limited research of egg thiamine in Acipenseriform species of conservation concern, including lake sturgeon, indicates that study of thiamine concentrations lake sturgeon eggs is warranted. Eggs were collected from females (NÂ =Â 12) during the early and late portion of the spawning run in 2007 in a wild population from Black Lake, MI. Concentrations of thiamine, lipid and fatty acid concentration were measured along with female biological information (body size and egg size) and characteristics of larvae at hatch. Significant differences in egg thiamine concentrations were observed between early- and late-spawning females (meanÂ Â±Â SD: 2.36Â nmolÂ·gâˆ’1Â Â±Â 1.09 vs. 0.73Â Â±Â 0.25Â nmolÂ·gâˆ’1, WÂ =Â 0.05, pÂ &lt;.01). No significant relationships were observed between female body size or egg size and egg lipid or thiamine concentration. Differences in lipid and thiamine concentrations were not predictive of larval body size or yolk sac volume at hatch. Total and phosphorylated thiamine were correlated with n-3 polyunsaturated fatty acids, suggesting that dietary items were likely partially responsible for provisioning of essential compounds. Given the negative effects of low egg thiamine concentration on larval survival in other fish species globally, results indicate that further research in areas of nutrient acquisition and thiamine effects on larval survival, natural recruitment, and hatchery feeding strategies is warranted for lake sturgeon. Â© 2021 Wiley-VCH GmbH.",
Katlav2021485,Egg size-mediated sex allocation and mating-regulated reproductive investment in a haplodiploid thrips species,"Katlav, A. and Cook, J.M. and Riegler, M.",Functional Ecology,2698463,35,2,485-498,,,2021,Blackwell Publishing Ltd,,,10.1111/1365-2435.13724,"The partitioning of resources between male and female offspring is a fundamental aspect of the reproductive biology of animals. Sex allocation can be adjusted by controlling offspring sex ratio or by sex-specific resource allocation towards individual eggs. The latter is well-known in birds and reptiles, but less studied in other organisms, especially haplodiploids with females that can adjust offspring sex via fertilization control. Here, we investigated whether egg size can affect sex allocation in a haplodiploid thrips, Pezothrips kellyanus. First, we established that larger eggs are more likely to be fertilized and become females than smaller eggs, which remain unfertilized and become males. This size-dependent fertilization may be regulated by anatomical constraints that allow sperm access only to larger eggs. Furthermore, across both sexes, larger eggs developed into offspring with higher fitness, suggesting that egg size is a reliable proxy for resource allocation in this species. During the early phase of reproduction, mating increased investment by females towards egg size thereby facilitating fertilization success and increased female offspring survival. However, this came with a reduced lifetime fecundity, reflecting that mating manipulates reproductive strategies in favour of increased daughter production. This may be in conflict with the optimal offspring sex ratio of females which is theoretically less female-biased than for males. We detected both egg size-mediated sex allocation and a mating effect on resource allocation under both laboratory and field conditions, suggesting that they are maintained by natural selection. We provide evidence for a finely tuned egg size-dependent fertilization mechanism that mediates sex allocation strategies and is moderated by mating. Furthermore, our findings establish a new perspective about potential effects of sexual conflicts on egg size and sex allocation. A free Plain Language Summary can be found within the Supporting Information of this article. Â© 2020 British Ecological Society",
Griffith2020,Egg size is unrelated to ambient temperature in the opportunistically breeding zebra finch,"Griffith, S.C. and Andrew, S.C. and McCowan, L.S.C. and Hurley, L.L. and Englert Duursma, D. and Buchanan, K.L. and Mariette, M.M.",Journal of Avian Biology,9088857,51,2,NA,,,2020,Blackwell Publishing Ltd,,,10.1111/jav.02356,"In many birds, there is significant variation in egg size both across and within clutches that remains to be explained. Birds lay one egg per day and in hot climates, the first laid eggs may start to develop before the laying of the rest of the clutch is complete, through warming by the ambient air temperature. Here, we test the hypothesis that in hot conditions, skews in egg size across the laying sequence may be more pronounced, as females use egg size to compensate for hatching asynchrony, providing a higher level of provisioning to the later laid eggs that would hatch later due to ambient incubation. We have focused on the zebra finch Taeniopygia guttata, a species that typically breeds over an extended period of the year, and therefore across a particularly wide range of ambient temperatures. We characterised the variation in egg size using data from over 700 clutches, including historical specimens, a wild population, and both domesticated and wild birds breeding in captivity, in addition to clutches produced experimentally in controlled-temperature rooms. Here, we document significant variation in egg size between and within clutches, with eggs increasing in size over the laying order, with both maternal identity and population differences playing an important role (domesticated birds laid eggs that were much larger than their wild counterparts). However, we found no support for the idea that variation in egg size either within a clutch, and across clutches and populations, is related to variation in ambient temperature, despite the large range of thermal environments experienced during laying. In conclusion, whilst egg size is clearly a labile characteristic there is no evidence this is flexibly adjusted to local ambient temperatures before and during laying. Â© 2019 Nordic Society Oikos. Published by John Wiley & Sons Ltd.",
Rekdal2021,Elevated phytohaemagglutinin-induced skin-swelling response at an intermediate number of MHC class II alleles in bluethroat nestlings,"Rekdal, S.L. and Anmarkrud, J.A. and Lifjeld, J.T. and Johnsen, A.",Journal of Avian Biology,9088857,52,5,NA,,,2021,Blackwell Publishing Ltd,,,10.1111/jav.02734,"Genes of the major histocompatibility complex (MHC) are crucial for adaptive immunity, and theory predicts that the optimal number of alleles is intermediate rather than maximal. Support for such an intermediate optimum in MHC allele count has mainly been demonstrated in studies on parasite load and reproductive traits. In this study we tested if an intermediate number of MHC class II (MHCII) alleles based on positively selected sites was correlated with an increased skin-swelling response to two consecutive injections of phytohaemagglutinin (PHA) in bluethroat Luscinia svecica nestlings. We found that nestlings that were closer to the population mean in their number of alleles had a higher response to the first injection, supporting an intermediate, optimal number of alleles. After the second PHA injection, we found that the skin swelling was associated with MHCII allele count only at the among-brood level, and with paternity (extra-pair offspring had a larger swelling than within-pair offspring). We therefore conclude that the PHA response is partly correlated with MHCII allele count, but that additional factors must be involved in both the PHA response and in female extra-pair mate choice in this species. Â© 2021 The Authors. Journal of Avian Biology published by John Wiley & Sons Ltd on behalf of Nordic Society Oikos",
McClelland2021,Embryo movement is more frequent in avian brood parasites than birds with parental reproductive strategies,"McClelland, S.C. and Reynolds, M. and Cordall, M. and Hauber, M.E. and Goymann, W. and McClean, L.A. and Hamama, S. and Lund, J. and Dixit, T. and Louder, M.I.M. and Safari, I. and Honza, M. and Spottiswoode, C.N. and Portugal, S.J.",Proceedings of the Royal Society B: Biological Sciences,9628452,288,1961,NA,,,2021,Royal Society Publishing,,,10.1098/rspb.2021.1137,"Movement of the embryo is essential for musculoskeletal development in vertebrates, yet little is known about whether, and why, species vary. Avian brood parasites exhibit feats of strength in early life as adaptations to exploit the hosts that rear them. We hypothesized that an increase in embryonic movement could allow brood parasites to develop the required musculature for these demands. We measured embryo movement across incubation for multiple brood-parasitic and non-parasitic bird species. Using a phylogenetically controlled analysis, we found that brood parasites exhibited significantly increased muscular movement during incubation compared to non-parasites. This suggests that increased embryo movement may facilitate the development of the stronger musculoskeletal system required for the demanding tasks undertaken by young brood parasites. Â© 2021 The Authors.",
